ID;Тип крыши;Электр-во;Тип топлива;Источник тепла;Источник воды;Воды нет, мин;Мопед;Автомобиль;Число авто;Прочие авто;Велосипед;Повозки;ПК;Число ПК;Стир машина;Кух комбайн;Холодильник;Телевизор;Число телев;Стерео;Телефон;Газонокос;Снегоуборщ;Микроволновка;Посудомоеч;Ежемес доход;Деньги на пищу;Дача;Площадь дачи;Место для пригот пищи;Вытяжка;Готовка вне дома, месяц;Вопрос 10a/ месяц;Вопрос 10a/ 5 лет;Вопрос 10b/ месяц;Вопрос 10b/ 5 лет;Вопрос 10c/ месяц;Вопрос 10c/ 5 лет;Квартира;Др квартира;Холодная дача;Теплая дача;Машина;Гараж;Ферма;Лавка;Другое;Др уточнить;Часть дохода на еду;Вопрос 13;Достаток по срав с друг;Тип жилья;Число комнат;Площадь жилья
54-602-014-01;шифер;1;электричество;уголь;вода в бутылках / таре;30 - 60 минут;0;0;0;0;1;0;0;0;1;0;1;1;1;1;0;1;0;0;0;14000;10000;1;400;внутри дома;окно;1;никогда;никогда;редко;редко;никогда;никогда;1;0;0;1;0;0;1;0;0;;2/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;1;16
54-602-013-01;оцинкованные стальные листы;1;электричество;центральное отопление;перекачиваемая вода;;0;1;2;0;1;0;1;1;1;1;1;1;2;0;1;0;0;1;0;30000;15000;1;7;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;0;1;0;0;1;1;0;0;0;;1/2 (половина);Время от времени мы может приобретать дорогие товары длительного пользования;низкий;квартира;3;77
54-701-024-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;1;1;0;0;0;1;0;1;1;3;0;1;1;0;1;0;8000;8000;1;600;внутри дома;окно;1;никогда;никогда;часто;часто;никогда;никогда;0;0;0;0;1;1;1;0;0;;почти все;Нам  не  хватает  даже на самое необходимое (пищу, коммунальные счета, необходимую одежду, недорогое лечение);низкий;квартира;3;64
54-601-008-01;прочие;1;электричество;уголь;перекачиваемая вода;;0;1;1;1;0;0;1;1;1;0;1;1;3;0;1;1;1;1;0;20000;10000;1;450;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;редко;никогда;1;0;0;0;1;1;1;0;0;;1/2 (половина);Мы можем приобретать товары длительного пользования, но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;собственный дом;4;60
54-701-023-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;0;0;1;0;10000;5000;1;300;внутри дома;окно;1;никогда;никогда;никогда;иногда;никогда;никогда;1;0;0;0;0;1;0;0;0;;1/2 (половина);Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;2;30
54-701-022-01;шифер;1;газ;уголь;перекачиваемая вода;;0;1;1;1;1;0;1;1;1;1;1;1;4;1;1;1;0;1;1;;;1;1500;внутри дома;вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;0;1;0;0;;;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;3;77
54-701-011-01;железобетон;1;электричество;уголь;перекачиваемая вода;;1;1;2;1;1;0;1;2;1;1;1;1;3;1;1;1;0;1;0;25000;10000;1;2500;внутри дома;окно, дымоход;1;никогда;никогда;редко;редко;никогда;никогда;1;0;0;0;1;1;1;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;4;103
54-701-014-01;черепица;1;электричество;прочие;скважина домохозяйства;;0;0;0;0;1;0;1;1;1;1;1;1;1;0;1;1;0;1;0;60000;20000;1;3000;внутри дома;окно;1;никогда;никогда;никогда;редко;никогда;никогда;1;1;0;0;0;0;1;1;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;3;54
54-602-006-01;оцинкованные стальные листы;1;электричество;уголь;перекачиваемая вода;;0;1;1;0;0;0;1;1;1;0;1;1;1;1;1;0;0;1;1;30000;20000;1;700;вне дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;0;0;0;1;1;1;1;0;0;;2/3;Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;низкий;собственный дом;3;27
54-701-016-01;шифер;1;каменный уголь;прочие;скважина домохозяйства;;0;0;0;0;1;0;1;2;1;1;1;1;2;1;1;0;0;0;0;35000;9000;1;500;внутри дома;окно;1;никогда;редко;никогда;редко;никогда;иногда;1;0;0;0;0;0;0;0;0;;1/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;квартира;5;73
54-701-017-01;оцинкованные стальные листы;1;газ;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;20000;5000;0;;внутри дома;окно;1;иногда;иногда;никогда;никогда;никогда;никогда;1;0;0;0;1;0;0;0;0;;1/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;низкий;квартира;3;52
54-602-033-01;черепица;1;электричество;прочие;скважина домохозяйства;;0;1;2;1;1;0;1;3;1;1;1;1;4;0;1;1;1;1;1;150000;5000;1;1500;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;1;1;0;1;0;0;0;0;;1/10 или менее;Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;собственный дом;5;180
54-602-032-01;оцинкованные стальные листы;1;электричество;уголь;перекачиваемая вода;;0;1;1;1;1;0;1;1;1;1;1;1;3;1;1;1;0;1;0;28000;6000;1;1200;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;1;0;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;3;42
54-701-018-01;шифер;1;каменный уголь;уголь;скважина домохозяйства;меньше 5 минут;0;1;3;0;1;0;1;2;1;1;1;1;2;0;1;1;0;1;0;35000;10000;1;800;внутри дома;окно;1;никогда;никогда;никогда;редко;иногда;иногда;0;0;0;0;1;1;1;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;3;55
54-602-005-01;железобетон;1;электричество;уголь;перекачиваемая вода;;0;1;3;1;1;0;1;4;1;1;1;1;4;1;1;1;0;1;0;100000;40000;1;1500;внутри дома;окно, дымоход, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;1;0;0;1;1;1;1;0;;1/2 (половина);Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;собственный дом;4;82
54-602-004-01;шифер;1;газ;уголь;перекачиваемая вода;;0;1;2;0;1;0;1;3;1;1;1;1;3;1;1;1;0;1;0;45000;15000;1;1200;внутри дома;окно;3;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;1;0;0;0;;1/3;Мы можем приобретать товары длительного пользования, но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;собственный дом;4;45
54-701-036-01;шифер;1;электричество;уголь;перекачиваемая вода;;1;1;1;0;1;0;1;2;1;1;1;1;3;1;1;1;0;0;0;50000;20000;1;1500;внутри дома;окно, дымоход;6;никогда;никогда;никогда;никогда;никогда;никогда;1;1;0;0;1;1;1;0;0;;1/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;собственный дом;3;60
54-701-031-01;прочие;1;электричество;уголь;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;0;1;1;1;0;1;0;0;1;0;11000;3000;1;1600;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;0;0;0;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;2;30
54-701-013-01;оцинкованные стальные листы;1;газ;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;1;4;1;1;1;1;5;1;1;0;0;1;1;70000;40000;1;1500;внутри дома;окно, дымоход, вытяжка;1;никогда;никогда;никогда;иногда;никогда;никогда;1;1;0;0;1;1;1;0;0;;1/2 (половина);Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;4;70
54-602-031-01;шифер;1;электричество;уголь;перекачиваемая вода;;0;1;2;1;1;0;1;1;1;1;1;1;2;1;1;1;0;1;1;40000;15000;1;1000;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;редко;редко;редко;1;0;0;0;1;0;0;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;3;45
54-701-039-01;железобетон;1;электричество;уголь;перекачиваемая вода;;1;0;0;0;1;0;0;0;1;0;1;1;5;1;1;0;0;1;0;30000;15000;1;350;внутри дома;окно, вытяжка;1;никогда;никогда;часто;часто;никогда;редко;1;0;0;0;0;1;0;0;0;;1/2 (половина);Нам  не  хватает  даже на самое необходимое (пищу, коммунальные счета, необходимую одежду, недорогое лечение);низкий;собственный дом;4;45
54-701-018-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-701-015-01;шифер;1;электричество;уголь;перекачиваемая вода;;0;0;0;1;0;0;0;0;1;1;1;1;2;1;1;1;0;1;0;40000;20000;1;1400;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;0;1;1;0;0;;1/2 (половина);Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;собственный дом;3;54
54-602-026-01;черепица;1;каменный уголь;камин (уголь);перекачиваемая вода;;0;1;1;0;0;0;1;2;1;0;1;1;1;1;1;0;0;0;0;50000;10000;1;1200;внутри дома;окно;1;никогда;никогда;никогда;никогда;редко;никогда;1;1;0;0;1;1;0;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;4;90
54-701-041-01;черепица;1;газ;уголь;перекачиваемая вода;;0;1;1;0;1;0;1;2;0;1;1;1;4;1;0;1;1;1;0;30000;15000;1;500;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;0;0;0;1;1;1;0;0;0;;1/2 (половина);Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;3;80
54-701-014-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-602-008-01;железобетон;1;электричество;уголь;перекачиваемая вода;;1;0;0;0;1;0;1;1;0;1;1;1;2;0;1;1;1;1;0;20000;15000;1;900;внутри дома;окно;1;никогда;никогда;редко;никогда;никогда;никогда;1;0;0;0;0;1;1;1;0;;2/3;Мы можем приобретать товары длительного пользования, но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;собственный дом;3;40
54-701-012-01;шифер;1;электричество;уголь;перекачиваемая вода;;0;1;1;0;1;0;1;1;1;1;1;1;1;0;1;0;0;1;0;30000;10000;1;2100;внутри и вне дома;вытяжка;1;редко;редко;редко;редко;редко;редко;1;0;1;0;1;1;1;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;3;36
54-701-012-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-602-009-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-602-025-01;черепица;1;электричество;центральное отопление;перекачиваемая вода;;1;1;2;1;1;0;1;3;1;1;1;1;5;1;1;1;1;1;1;100000;50000;1;2000;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;1;0;0;0;;1/2 (половина);Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;3;50
54-701-011-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-602-010-01;шифер;1;электричество;уголь;перекачиваемая вода;;1;1;1;0;1;0;1;1;1;0;1;1;1;0;1;1;0;1;0;30000;17000;1;10000;внутри дома;окно;1;никогда;никогда;редко;редко;никогда;никогда;1;0;0;0;1;1;0;0;0;;1/2 (половина);Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;собственный дом;3;55
54-701-030-01;железобетон;1;электричество;уголь;скважина домохозяйства;;0;1;1;0;1;0;0;0;1;0;1;1;3;1;1;1;0;1;0;13500;9000;1;4500;внутри дома;окно, вытяжка;1;никогда;никогда;иногда;иногда;редко;редко;0;0;0;1;1;1;1;0;0;;2/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;3;72
54-701-008-01;шифер;1;газ;центральное отопление;перекачиваемая вода;;0;0;0;0;1;0;0;0;1;0;1;1;1;0;1;0;0;1;0;9000;5000;1;300;внутри дома;вытяжка;1;никогда;никогда;редко;редко;иногда;часто;1;0;0;0;0;0;1;0;0;;1/2 (половина);Время от времени мы может приобретать дорогие товары длительного пользования;средний;квартира;2;36
54-602-015-01;шифер;1;газ;уголь;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;0;1;1;1;0;1;1;0;1;0;25000;12000;1;1000;внутри дома;окно;1;никогда;никогда;никогда;часто;никогда;никогда;1;1;0;0;0;0;0;0;0;;1/2 (половина);Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;3;32
54-102-003-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;1;0;1;3;1;0;1;0;0;1;1;0;0;0;0;48000;15000;1;1500;внутри дома;окно, вытяжка, частично открытая зона;1;никогда;никогда;никогда;никогда;никогда;никогда;1;1;0;0;1;1;1;0;0;;1/3;Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;квартира;2;50
54-701-027-01;шифер;1;электричество;уголь;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;0;1;1;2;0;1;0;0;1;0;26000;8000;1;800;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;0;1;1;0;0;;1/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;квартира;3;53
54-701-026-01;оцинкованные стальные листы;1;каменный уголь;уголь;перекачиваемая вода;;1;1;1;1;0;0;1;1;0;0;1;1;3;1;1;1;0;1;0;30000;15000;1;800;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;1;1;0;0;;1/2 (половина);Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;квартира;4;90
54-701-025-01;оцинкованные стальные листы;1;электричество;уголь;бак с водой;5 - 30 минут;1;1;1;1;1;0;1;1;1;0;1;1;2;0;1;1;1;1;1;40000;15000;1;500;внутри дома;окно, дымоход, вытяжка, частично открытая зона;3;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;1;1;0;0;;1/3;Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;собственный дом;4;150
54-701-045-01;шифер;1;газ;центральное отопление;перекачиваемая вода;;0;1;1;0;1;0;1;1;1;0;1;1;2;0;1;1;0;1;0;40000;10000;1;500;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;0;0;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;3;48
54-701-046-01;оцинкованные стальные листы;1;каменный уголь;уголь;скважина района;5 - 30 минут;0;0;0;0;0;0;1;1;1;0;1;1;1;0;1;0;0;1;0;35000;15000;1;200;внутри дома;окно;1;никогда;никогда;иногда;иногда;никогда;никогда;0;0;0;1;0;0;1;0;0;;1/2 (половина);Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;собственный дом;3;40
54-701-004-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;1;0;13000;4000;0;;внутри дома;окно;1;никогда;никогда;все время;все время;никогда;никогда;1;0;0;0;0;1;0;0;0;;1/3;Мы можем приобретать все самое необходимое, но не можем покупать дорогие товары длительного пользования;низкий;квартира;2;41
54-701-047-01;шифер;1;электричество;уголь;перекачиваемая вода;;0;0;0;0;1;0;0;0;1;1;1;1;2;0;1;1;0;1;0;8000;6000;1;1000;внутри дома;окно;5;иногда;никогда;никогда;иногда;никогда;никогда;1;1;0;0;0;0;1;0;0;;почти все;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;низкий;собственный дом;2;30
54-701-005-01;шифер;1;электричество;уголь;перекачиваемая вода;;0;0;0;0;0;0;0;0;0;1;1;1;2;0;1;0;0;0;0;13000;10000;1;600;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;0;0;0;1;0;1;1;0;0;;2/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;низкий;собственный дом;4;89
54-701-048-01;железобетон;1;газ;центральное отопление;перекачиваемая вода;;0;1;1;0;1;0;1;2;1;1;1;1;1;1;1;0;0;1;0;30000;15000;0;;внутри дома;окно, вытяжка;1;никогда;никогда;редко;редко;редко;редко;1;0;0;0;1;0;1;0;0;;1/2 (половина);Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;низкий;квартира;2;41
54-102-014-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-102-021-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;0;1;1;1;0;1;0;0;0;0;45000;15000;0;;внутри дома;окно;1;редко;иногда;редко;иногда;никогда;редко;1;0;0;0;0;0;0;0;0;;1/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;квартира;2;52
54-102-026-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;30000;5000;0;;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;0;0;0;0;0;;1/10 или менее;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;низкий;квартира;2;27
54-701-002-01;оцинкованные стальные листы;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;1;1;1;1;1;1;2;0;1;1;0;1;1;40000;20000;1;400;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;1;0;0;0;;1/2 (половина);Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;2;36
54-701-003-01;оцинкованные стальные листы;1;газ;уголь;перекачиваемая вода;;0;1;1;0;1;0;1;2;1;1;1;1;3;1;1;0;0;1;0;45000;30000;1;800;внутри дома;окно, дымоход;1;никогда;никогда;никогда;никогда;никогда;никогда;1;1;0;0;1;1;1;0;0;;2/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;4;61
54-701-006-01;шифер;1;газ;уголь;перекачиваемая вода;;0;1;1;0;0;0;1;1;1;0;1;0;0;0;1;0;0;0;0;26000;13000;1;800;внутри дома;окно;5;никогда;никогда;иногда;иногда;никогда;никогда;1;0;0;0;1;1;1;0;0;;1/2 (половина);Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;низкий;собственный дом;3;80
54-701-007-01;шифер;1;электричество;уголь;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;0;1;1;2;1;1;0;0;1;0;20000;8000;1;700;внутри дома;окно;1;никогда;редко;иногда;иногда;часто;часто;1;0;0;0;0;0;0;0;0;;1/2 (половина);Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;3;40
54-702-036-01;оцинкованные стальные листы;1;электричество;уголь;перекачиваемая вода;;0;1;1;0;1;0;1;2;1;1;1;1;3;1;1;0;0;1;0;12000;5000;1;900;внутри дома;окно, вытяжка;1;никогда;никогда;часто;часто;никогда;никогда;1;0;0;0;1;1;0;0;1;пасека;1/2 (половина);Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;собственный дом;4;50
54-702-038-01;оцинкованные стальные листы;1;газ;уголь;перекачиваемая вода;;0;1;1;0;1;0;0;0;1;0;1;1;1;0;1;0;0;1;0;25000;18000;1;300;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;0;1;0;0;;2/3;Мы можем приобретать все самое необходимое, но не можем покупать дорогие товары длительного пользования;низкий;собственный дом;3;37
54-702-037-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;1;0;1;1;1;0;1;1;2;1;1;0;0;1;0;30000;10000;1;500;внутри дома;окно, дымоход, вытяжка;3;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;1;1;0;0;;1/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;низкий;собственный дом;4;37
54-702-004-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;0;0;1;0;1;1;3;1;1;0;0;1;0;35000;15000;1;1000;внутри дома;окно;1;никогда;никогда;никогда;иногда;никогда;никогда;1;0;0;0;0;0;1;0;0;;1/3;Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;собственный дом;3;60
54-702-035-01;оцинкованные стальные листы;1;электричество;уголь;перекачиваемая вода;;1;1;1;1;1;0;1;2;1;1;1;1;3;1;1;1;0;1;0;33000;20000;1;1500;внутри дома;окно, вытяжка;7;никогда;никогда;никогда;иногда;никогда;никогда;1;0;0;0;1;1;0;0;0;;2/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;5;120
54-702-033-01;шифер;1;каменный уголь;камин (уголь);перекачиваемая вода;;0;1;1;0;1;0;1;1;1;0;1;1;2;1;1;0;0;1;0;30000;15000;1;1500;внутри дома;окно;1;никогда;никогда;никогда;редко;никогда;никогда;1;0;0;0;1;1;0;0;0;;1/2 (половина);Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;3;68
54-701-009-01;шифер;1;газ;уголь;вода в бутылках / таре;30 - 60 минут;1;1;1;0;0;0;1;1;1;1;1;1;3;1;0;1;0;0;0;34000;6000;1;800;внутри дома;окно, частично открытая зона;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;0;1;0;0;;1/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;собственный дом;3;80
54-701-010-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;1;0;1;1;1;1;1;1;2;0;1;0;0;1;0;50000;10000;0;;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;0;0;0;0;0;;1/3;Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;квартира;2;44
54-702-031-01;оцинкованные стальные листы;1;электричество;уголь;перекачиваемая вода;;0;1;1;0;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;20000;5000;1;1500;внутри дома;окно, дымоход;1;никогда;никогда;никогда;никогда;никогда;никогда;1;1;0;0;1;1;0;0;0;;2/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;3;50
54-702-027-01;оцинкованные стальные листы;1;электричество;центральное отопление;перекачиваемая вода;;0;1;2;0;0;0;1;1;1;0;1;1;3;0;1;0;0;1;0;40000;20000;1;600;внутри дома;окно, дымоход;1;никогда;никогда;никогда;редко;никогда;никогда;1;0;0;0;1;1;1;0;0;;1/2 (половина);Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;3;55
54-702-007-01;шифер;1;электричество;уголь;артезианский колодец;;1;1;3;0;0;0;1;3;1;1;1;1;7;1;1;1;1;1;1;30000;15000;1;4000;внутри дома;окно, дымоход, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;0;1;0;1;1;1;1;0;0;;1/2 (половина);Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;4;42
54-702-025-01;оцинкованные стальные листы;1;электричество;уголь;перекачиваемая вода;;0;1;1;0;1;0;1;1;1;1;1;1;2;1;1;1;0;1;0;62000;12000;1;600;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;1;1;0;0;;1/3;Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;собственный дом;4;60
54-702-008-01;оцинкованные стальные листы;1;электричество;уголь;скважина района;5 - 30 минут;0;1;1;0;0;0;1;1;1;0;1;1;1;0;0;1;0;1;0;40000;15000;1;1800;внутри дома;окно;4;никогда;никогда;иногда;иногда;никогда;никогда;1;0;0;0;1;1;1;0;0;;1/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;собственный дом;1;19
54-702-011-01;оцинкованные стальные листы;1;газ;уголь;перекачиваемая вода;;1;1;1;0;0;0;1;1;1;1;1;1;3;1;1;0;0;1;0;34000;15000;1;600;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;1;1;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;3;50
54-702-013-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;1;1;1;0;1;1;2;0;1;1;0;1;0;60000;10000;1;600;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;1;1;0;0;1;1;1;0;0;;1/10 или менее;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;4;55
54-702-024-01;оцинкованные стальные листы;1;электричество;уголь;перекачиваемая вода;;0;1;1;0;1;0;1;1;1;0;1;1;3;1;1;1;0;1;0;40000;15000;1;700;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;1;0;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;4;76
54-702-012-01;шифер;1;каменный уголь;уголь;перекачиваемая вода;;0;0;0;0;1;0;1;3;1;1;1;1;3;0;1;0;0;1;0;50000;3000;1;2000;внутри дома;окно, дымоход;1;никогда;никогда;иногда;иногда;никогда;никогда;1;1;0;0;0;1;1;0;0;;1/10 или менее;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;собственный дом;2;30
54-702-010-01;шифер;1;каменный уголь;уголь;перекачиваемая вода;;1;0;1;0;1;0;1;1;1;1;1;1;3;0;1;0;0;1;0;55000;25000;1;800;внутри дома;окно;4;никогда;никогда;никогда;редко;никогда;никогда;1;0;0;0;1;1;1;0;0;;1/2 (половина);Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;собственный дом;3;49
